C,epsilon,r2,error_ma,error_ms,error_rms,error_mp,error_max
-,-,-,-,-,-,-,-
11000,0.5,0.9669586805087873,4.190418218787513,62.908956352590614,7.931516648951234,25.049250644848954,49.19816108958726
11000,0.5,0.9616208801515204,4.069208132674997,65.02149839796618,8.0635909121164,29.6281981820118,61.156794902952385
7000,0.25,0.9749228435715879,4.124227518436572,41.76313005434346,6.462439945898412,28.944540327066786,33.13390365771909
15000,0.5,0.9644387574691551,4.1577130491106375,55.77763905320505,7.468442880092547,323.97935540481683,53.62156067717091
13000,0.5,0.9686048441608904,4.509012318808668,51.380483902362194,7.168018129327115,20.40335999249137,33.19308117857817
4000,0.5,0.978611835725238,3.703807831457677,42.17009057004254,6.4938502115495815,30.023848346640147,41.12814788991959
12000,0.5,0.954427937136686,4.418654868221909,74.6876267923961,8.64220034437967,25.733786309158408,49.886332507669124
5000,0.1,0.9741953879462235,4.016964739024272,46.99260900995717,6.855115535857669,109.83103308279438,29.706748760398852
10000,0.5,0.974706773625619,3.596938213405154,35.072380745349,5.9221939131836105,13.162377076562656,37.96821688487363
10000,0.5,0.9714507653042401,3.88725655456885,45.07455170793757,6.713758389154139,24.07337614067549,41.294953524725834
-,-,-,-,-,-,-,-
2000,0.5,0.8429151589001354,3.2170629171215195,20.65416787632102,4.544685674094636,3.4745861822579243,22.27266656229581
2000,0.5,0.8812533669943584,3.008185580900117,14.831704499589861,3.8511952040359967,3.2497828598123815,15.526865018915757
2000,0.5,0.8085792755243217,3.5291791626377838,22.66942299827947,4.7612417496152695,3.8436659311220867,22.286664158791183
2000,0.5,0.8918530298655996,2.9945984122330973,16.040037889159258,4.005001609133167,3.3732211626668924,13.872763603550105
1000,0.5,0.8404850300720688,3.5540633734589897,23.921961418114122,4.891008221022954,3.8889322361026686,15.774385649380193
3000,0.5,0.8647922530582113,3.067156586887824,16.709198108907316,4.087688602242999,3.4465890356310593,12.801822715995385
2000,0.5,0.8495766723188211,3.5048111422384687,21.103703829106724,4.5938767755684005,3.8873509655846425,14.332650115595968
2000,0.5,0.8503393826663075,3.351686330593957,19.597407708824374,4.426895945109211,3.732621434713448,15.864373476441415
1000,0.5,0.8265004568699418,3.340803520892284,19.63578680856301,4.431228589066808,3.722415236556177,16.8486539549967
1000,0.5,0.8522709483060049,2.9659077462514225,15.50821325289448,3.9380468830239286,3.243824351371388,10.842734289324014
-,-,-,-,-,-,-,-
1000,0.5,0.8576014936318264,2.0262458925703952,10.325083790050872,3.2132668407791583,6.012288730061591,18.355911734182236
1000,0.35,0.8892090100183394,1.9379692009001765,6.990792937649261,2.6440107673096307,5.958687000887194,9.612901771250883
3000,0.5,0.8877389300765619,2.1413044004781603,8.108858253684806,2.847605705445332,6.4612724908323536,10.336955644958387
2000,0.2,0.9122528073324101,2.0264380306865784,6.459518503683441,2.5415582825667093,6.690118648546774,6.694540449293971
2000,0.5,0.8577529194214614,2.382711252512791,11.346831189736855,3.368505779976762,7.194596708882287,13.771369794220341
2000,0.3,0.9129466093669386,1.895924213661289,6.188640379808243,2.487697807171973,6.254111628484181,10.31317477560097
2000,0.5,0.8908644786818108,2.2198400352092023,8.315312396953553,2.883628338908042,7.131093740311174,8.520100478136541
6000,0.5,0.8451221120818411,2.293270758610177,10.2129311610965,3.195767695108094,6.9416777184076075,14.241020574396622
2000,0.5,0.8626653103888182,2.1602147213899516,8.669494852275465,2.944400593036801,6.795241392759831,11.150777040388363
5000,0.4,0.8690397042735964,2.094874387599338,7.6470656762529865,2.7653328328165103,6.2545613780854366,8.280377282046103
-,-,-,-,-,-,-,-
2000,0.5,0.8583749879699768,2.5597694130099713,15.846889065732515,3.980815125791766,6.100460505725963,23.23683504745223
3000,0.5,0.898383253836801,2.431607204403451,10.25909023780346,3.202981460733649,5.975527754101561,9.954734594094745
2000,0.5,0.8815272179871897,2.6608647088940365,14.068521982327832,3.750802845035691,6.386506475322985,15.17553186810936
3000,0.5,0.917123705892647,2.4461277089252564,9.766123245811052,3.125079718312967,6.448690387793299,8.292748877776837
2000,0.5,0.862303415345038,2.9100226245999212,17.282478643890798,4.15722006199946,7.057063949509097,18.10568544106134
4000,0.5,0.9136229662056187,2.2977944788691835,10.073429262077166,3.1738666106308195,6.155008073855629,13.720728926985885
4000,0.5,0.9046917399399212,2.7012300650679317,12.134054368968533,3.483396958282035,6.942027494417029,10.909145532882256
7000,0.5,0.8415941363283743,2.8916625619177703,15.995657849157139,3.999457194314891,6.969261678805827,18.360943501599905
3000,0.5,0.8729328438839787,2.6322221070550933,13.385257780537865,3.6585868556777306,6.714764950523243,15.367388736015506
3000,0.5,0.8864334470368231,2.507897139599564,10.24474536386725,3.2007413772229785,5.937323099202298,10.183677561606231
-,-,-,-,-,-,-,-
3000,0.5,0.8586294358765476,3.0457849829234585,21.833974521959263,4.672683867110984,6.217596434323043,27.343003011084434
4000,0.5,0.9078503757148104,2.722571107697152,13.254682659444642,3.6406981005632204,5.676751647405133,11.09068302232754
3000,0.5,0.8915238384408294,3.0777022888403,18.521282994034475,4.303636020161844,6.31882541223937,17.175034157856715
7000,0.5,0.9134614029369496,2.8876055857138656,14.461155874192135,3.8027826488233765,6.54592275138063,10.139376823752983
4000,0.5,0.8692488690678354,3.3148783067430045,22.963813706967585,4.792057356393763,6.825353771545236,21.160062337131492
5000,0.5,0.9145869167859441,2.7232394953385977,14.316002950924403,3.783649422307041,6.244836143649211,16.749795278334176
5000,0.5,0.9121294633902559,3.1117379235720475,16.023752908141834,4.002968012380543,6.85015572624601,13.009394680673303
6000,0.5,0.8554058805125171,3.2523068561238055,20.15120669316166,4.489009544783978,6.614733451075761,20.88618948835868
4000,0.5,0.8792425924577985,3.0878998781900644,18.493510403391245,4.300408167068708,6.774317815724512,18.265171061519986
