epochs,batch_size,loss,l1,l2,l3,l4,r1,r2,r3,r4,error_ma,error_ms,error_rms,error_mp,error_max
-,-,-,-,-,-,-,-
1000,64,mean_squared_error,1024,512,256,128,0.05,0.05,0.05,0.1,0.9902868282238034,3.536628908328156,18.493374620722186,4.300392379855841,7.955536891406773,18.459427576065064
